CAMPUS_ID|NEIGHBORHOOD|RESIDENCE HALL
1940934|Kilgo Quad|House J
1949535|Central Campus|301 Oregon
1922791|East Neighborhood 2|Jarvis
1945517|Central Campus|1700 Pace
1970410|Central Campus|314 Anderson
1970234|Keohane Quad|House 4A
1942998|Kilgo Quad|House J
1933238|Keohane Quad|House 4E
1901514|Crowell Quad|House H
1971139|Wannamaker Quad|Wannamaker
1971787|Keohane Quad|House 4E
1898563|Central Campus|1708 Pace
1977620|Craven Quad|House F
1978323|Crowell Quad|House DD
1979529|Kilgo Quad|House I
1980097|Craven Quad|House C
1982246|Wannamaker Quad|Wannamaker
1979491|Wannamaker Quad|Wannamaker
1975728|Craven Quad|House B
1977126|Craven Quad|House B
1977131|Keohane Quad|House 4E
1979753|Central Campus|206 Oregon
1979958|Edens Quad|House 1C
1982206|Keohane Quad|House 4A
1982212|Central Campus|1911 Erwin
1979480|Wannamaker Quad|Wannamaker
1979481|Wannamaker Quad|Wannamaker
1979916|Central Campus|2015 Yearby
1981674|Kilgo Quad|House N
1978693|Kilgo Quad|House N
1978201|Crowell Quad|House CC
1979794|Craven Quad|House C
1976612|Few Quad|House GG
1981307|Crowell Quad|House CC
1979344|Few Quad|House HH
2006788|Edens Quad|House 2C
1994113|Central Campus|205 Alexander
2006037|Kilgo Quad|House J
2029154|Keohane Quad|House 4E
2010150|Craven Quad|House F
2000499|Wannamaker Quad|Wannamaker
1981681|Central Campus|204 Alexander
2010882|East Neighborhood 2|Wilson House
2011716|Wannamaker Quad|Wannamaker
2020287|Craven Quad|House E
2020773|Edens Quad|House 3A
2023142|Edens Quad|House 1C
2020954|Edens Quad|House 2C
1981577|Central Campus|1913 Erwin
2005889|Wannamaker Quad|Wannamaker
1998573|Edens Quad|House 3A
2013342|Craven Quad|House AA
2016930|Central Campus|206 Alexander
2002222|Kilgo Quad|House P
1980306|Wannamaker Quad|Wannamaker
1946749|Keohane Quad|House 4E
1940432|Edens Quad|House 2A
1946695|Crowell Quad|House EE
1942763|Crowell Quad|House G
1938471|Central Campus|205 Alexander
1954876|Crowell Quad|House G
1941237|Crowell Quad|House BB
1943122|Craven Quad|House T
1946396|Crowell Quad|House G
1950286|Central Campus|209 Alexander
1954244|Craven Quad|House A
1958669|Edens Quad|House 2A
1930439|Central Campus|1915 Yearby
1940336|Crowell Quad|House G
1943180|Few Quad|House HH
1944069|Keohane Quad|House 4E
1922621|Central Campus|1708 Pace
1935644|Central Campus|201 Alexander
1938585|Few Quad|House HH
1941273|Wannamaker Quad|Wannamaker
1933782|Edens Quad|House 1B
1949673|Craven Quad|House AA
1982319|Keohane Quad|House 4A
1979742|Kilgo Quad|House J
1982318|Central Campus|1905 Erwin
1981862|Crowell Quad|House DD
1974968|Few Quad|House GG
1977545|Kilgo Quad|House P
1988346|Edens Quad|House 2A
1981907|Few Quad|House HH
1979678|Few Quad|House HH
1980534|Keohane Quad|House 4B
1977638|Edens Quad|House 3A
1978922|Central Campus|312 Anderson
1979687|Central Campus|1700 Pace
1980920|Few Quad|House FF
1978116|Keohane Quad|House 4B
1979509|Central Campus|2015 Yearby
1981362|Central Campus|1915 Erwin
1981906|Few Quad|House FF
1978146|Keohane Quad|House 4E
1979304|Few Quad|House HH
1979414|Kilgo Quad|House M
1979483|Central Campus|220 Alexander
1979805|Central Campus|1915 Erwin
1978597|Central Campus|1905 Erwin
1979323|Central Campus|1809 Erwin
1983132|Keohane Quad|House 4E
1979331|Kilgo Quad|House L
1980067|Few Quad|House HH
1978755|Crowell Quad|House CC
1983240|Craven Quad|House B
1980375|Keohane Quad|House 4B
1979732|Wannamaker Quad|Wannamaker
1979326|Keohane Quad|House 4D
1979354|Central Campus|1712 Pace
1979190|Central Campus|206 Oregon
1979671|Wannamaker Quad|Wannamaker
1979327|Keohane Quad|House 4D
1983337|Crowell Quad|House G
1978982|Edens Quad|House 1A
1980646|Crowell Quad|House DD
1978288|Keohane Quad|House 4B
1979873|Central Campus|206 Oregon
1976811|Craven Quad|House Z
2011510|Central Campus|2011 Yearby
2031800|Edens Quad|House 1C
2013363|Edens Quad|House 1C
2012328|East Neighborhood 2|Jarvis
2024701|Kilgo Quad|House I
1980419|Wannamaker Quad|Wannamaker
2015555|Wannamaker Quad|Wannamaker
2014859|Edens Quad|House 1A
2027250|Keohane Quad|House 4E
2011967|Central Campus|206 Oregon
2005610|Central Campus|1712 Pace
2017422|Central Campus|204 Alexander
1979345|Central Campus|1915 Yearby
2011340|Crowell Quad|House DD
2025857|East Neighborhood 1|Pegram
2017943|Edens Quad|House 1B
1981548|Central Campus|1913 Erwin
1999033|Craven Quad|House W
2014399|Edens Quad|House 1C
1994935|Craven Quad|House R
2023188|Keohane Quad|House 4E
1954856|Central Campus|304 Anderson
1955930|Keohane Quad|House 4B
1938485|Central Campus|201 Alexander
1943697|Kilgo Quad|House M
1944430|Central Campus|209 Anderson
1946670|Central Campus|1915 Erwin
1947133|Kilgo Quad|House P
1954600|Edens Quad|House 2C
1954695|Crowell Quad|House BB
1934101|Central Campus|205 Alexander
1951220|Keohane Quad|House 4A
1930828|East Neighborhood 1|Bassett
1937147|Central Campus|302 Oregon
1926731|Central Campus|221 Anderson
1951516|Few Quad|House GG
1954322|Craven Quad|House C
1951322|Edens Quad|House 2A
1954324|Central Campus|220 Alexander
1927199|Crowell Quad|House G
1946351|Central Campus|1712 Pace
1931712|Keohane Quad|House 4B
1976342|Edens Quad|House 1A
1976568|Central Campus|1905 Erwin
1978177|Keohane Quad|House 4E
1978572|Central Campus|1909 Yearby
1978626|Few Quad|House GG
1978918|Keohane Quad|House 4A
1979199|Kilgo Quad|House I
1979241|Central Campus|1905 Erwin
1979265|Central Campus|1915 Erwin
1979435|Central Campus|1905 Erwin
1979440|Central Campus|1914 Lewis
1979652|Crowell Quad|House G
1979754|Craven Quad|House Z
1979872|Kilgo Quad|House O
1979930|Kilgo Quad|House J
1979965|Central Campus|209 Anderson
1980385|Keohane Quad|House 4E
1981860|Keohane Quad|House 4D
1981917|Central Campus|1914 Lewis
1982019|Central Campus|206 Oregon
1982306|Keohane Quad|House 4E
1983227|Keohane Quad|House 4D
1978163|Central Campus|1712 Pace
1979680|Craven Quad|House Y
1978663|Wannamaker Quad|Wannamaker
1978640|Central Campus|304 Anderson
1979712|Edens Quad|House 2A
1978550|Wannamaker Quad|Wannamaker
1976567|Few Quad|House GG
1980740|Keohane Quad|House 4A
1979430|Crowell Quad|House CC
1976808|Keohane Quad|House 4D
1978138|Kilgo Quad|House K
1979775|Central Campus|1700 Pace
1982201|Central Campus|1909 Yearby
1977148|Craven Quad|House C
1978593|Central Campus|1915 Erwin
1980466|Central Campus|1901 Erwin
1978863|Kilgo Quad|House O
1979132|Edens Quad|House 1A
1978903|Central Campus|206 Oregon
1981675|Few Quad|House HH
1979804|Keohane Quad|House 4E
2017914|Keohane Quad|House 4D
1982217|Kilgo Quad|House M
1982262|Kilgo Quad|House J
2003536|Edens Quad|House 1A
2020467|Central Campus|206 Alexander
1994198|Few Quad|House GG
2011632|Central Campus|302 Anderson
1979456|Central Campus|2015 Yearby
2002254|Crowell Quad|House H
2007986|Keohane Quad|House 4D
2014267|Central Campus|220 Alexander
2001077|Crowell Quad|House CC
2005756|Central Campus|1700 Pace
1978743|Few Quad|House GG
2024917|Crowell Quad|House CC
1977563|Craven Quad|House S
2023689|Central Campus|1911 Erwin
2024118|Edens Quad|House 2C
2004921|Central Campus|1712 Pace
2001411|Keohane Quad|House 4B
2015925|Central Campus|1911 Yearby
2025433|Central Campus|1911 Erwin
1924702|Central Campus|201 Alexander
1941221|Craven Quad|House Y
1945260|Keohane Quad|House 4A
1944849|Central Campus|1708 Pace
1946088|Central Campus|220 Alexander
1948454|Central Campus|220 Alexander
1950047|East Neighborhood 2|Giles
1928078|Few Quad|House HH
1945261|Crowell Quad|House G
1929258|Central Campus|1700 Pace
1946330|Central Campus|302 Anderson
1941145|Edens Quad|House 2C
1944184|Keohane Quad|House 4B
1957722|Central Campus|302 Anderson
1958703|Central Campus|1911 Erwin
1947094|Edens Quad|House 3A
1959181|Keohane Quad|House 4B
1950273|Craven Quad|House A
1927220|Edens Quad|House 3A
1958777|Crowell Quad|House EE
1935629|Keohane Quad|House 4E
1987834|Kilgo Quad|House N
1979926|Central Campus|1712 Pace
1979447|Central Campus|204 Alexander
1979191|Craven Quad|House U
1975495|Central Campus|206 Alexander
1975518|Craven Quad|House D
1977484|Keohane Quad|House 4A
1977751|Crowell Quad|House H
1978590|Wannamaker Quad|Wannamaker
1978649|Kilgo Quad|House L
1978731|East Neighborhood 1|Bassett
1978961|Craven Quad|House D
1979017|Central Campus|210 Alexander
1979216|Keohane Quad|House 4E
1979239|Crowell Quad|House G
1979271|Central Campus|314 Anderson
1979423|Few Quad|House FF
1979734|Keohane Quad|House 4E
1980553|Few Quad|House GG
1981214|Edens Quad|House 3A
1981635|Craven Quad|House F
1980100|Central Campus|1911 Yearby
1978577|Edens Quad|House 1A
1980580|Kilgo Quad|House J
1980380|Crowell Quad|House BB
1982159|Edens Quad|House 2A
1982027|Keohane Quad|House 4B
1982294|Kilgo Quad|House M
1975083|Few Quad|House GG
1981539|Edens Quad|House 3B
1982260|Edens Quad|House 1A
1978642|Central Campus|209 Anderson
1979228|Keohane Quad|House 4E
1979306|Keohane Quad|House 4B
1981584|Kilgo Quad|House L
1982054|Few Quad|House HH
1986778|Edens Quad|House 1C
1979211|Central Campus|1700 Pace
1979374|Keohane Quad|House 4E
1981863|Kilgo Quad|House I
1979349|Crowell Quad|House DD
1980882|Crowell Quad|House CC
2024080|Central Campus|204 Alexander
2013612|Craven Quad|House E
2002051|Wannamaker Quad|Wannamaker
2001362|Wannamaker Quad|Wannamaker
2011429|Few Quad|House HH
1993965|Central Campus|1901 Erwin
2005235|Central Campus|209 Alexander
2023739|Central Campus|2015 Yearby
2022814|Edens Quad|House 1C
2022184|Crowell Quad|House H
2015197|East Neighborhood 4|Randolph
2017989|Keohane Quad|House 4A
1976054|Craven Quad|House D
1977764|Few Quad|House FF
2001409|Craven Quad|House D
1986811|Edens Quad|House 3A
2026151|Craven Quad|House VO
2014902|Craven Quad|House R
2010481|Central Campus|220 Alexander
2010720|Central Campus|314 Anderson
2000433|Keohane Quad|House 4B
1938220|Crowell Quad|House DD
1944382|Edens Quad|House 1A
1947797|Keohane Quad|House 4B
1958775|Edens Quad|House 1A
1945252|Crowell Quad|House EE
1928378|Central Campus|1712 Pace
1943204|Crowell Quad|House CC
1951512|East Neighborhood 2|Epworth
1952948|Crowell Quad|House DD
1956394|Keohane Quad|House 4E
1943033|Central Campus|1911 Erwin
1960288|Central Campus|312 Anderson
1951689|Kilgo Quad|House I
1956972|Crowell Quad|House G
1413614|Wannamaker Quad|Wannamaker
1930221|Craven Quad|House VO
1934441|Kilgo Quad|House P
1937815|Few Quad|House HH
1940990|Edens Quad|House 1A
1944019|Edens Quad|House 1A
1944316|Crowell Quad|House G
1981646|Edens Quad|House 1B
1981915|Edens Quad|House 1C
1981933|Few Quad|House GG
1986707|Wannamaker Quad|Wannamaker
1982283|Crowell Quad|House H
1977078|Craven Quad|House F
1977519|Wannamaker Quad|Wannamaker
1977527|Central Campus|1913 Erwin
1978185|Central Campus|204 Alexander
1978645|Keohane Quad|House 4A
1979255|Few Quad|House GG
1979294|Central Campus|1700 Pace
1979494|Wannamaker Quad|Wannamaker
1979648|Kilgo Quad|House O
1979676|Kilgo Quad|House I
1979756|Few Quad|House HH
1980343|Keohane Quad|House 4B
1980930|Craven Quad|House S
1981546|Keohane Quad|House 4B
1981568|Keohane Quad|House 4A
1981881|Central Campus|210 Alexander
1981571|Crowell Quad|House H
1979098|Central Campus|302 Anderson
1982341|Central Campus|1913 Erwin
1982352|Central Campus|1708 Pace
1981728|Central Campus|1700 Pace
1983574|Keohane Quad|House 4E
1981808|Central Campus|210 Alexander
1983179|Wannamaker Quad|Wannamaker
1981979|Central Campus|1700 Pace
1982381|Wannamaker Quad|Wannamaker
1981813|Keohane Quad|House 4E
1980885|Keohane Quad|House 4A
1979876|East Neighborhood 1|Alspaugh
1979757|East Neighborhood 2|Giles
1981542|Central Campus|209 Alexander
1979532|Craven Quad|House B
1974993|Few Quad|House GG
1979897|Edens Quad|House 1C
1940608|Central Campus|1700 Pace
1981897|Keohane Quad|House 4B
1980905|Crowell Quad|House BB
1975391|Central Campus|206 Oregon
2015100|Few Quad|House FF
1998901|Few Quad|House FF
2011982|Crowell Quad|House EE
2025959|Wannamaker Quad|Wannamaker
2026023|Keohane Quad|House 4A
2017779|Craven Quad|House W
2010738|Central Campus|204 Alexander
2000909|Craven Quad|House F
2003389|Wannamaker Quad|Wannamaker
2023591|Central Campus|215 Anderson
2026925|Craven Quad|House C
1983340|Kilgo Quad|House M
1996530|Keohane Quad|House 4A
1976064|Kilgo Quad|House M
1487914|Central Campus|301 Swift
1996477|Central Campus|312 Anderson
2006091|Craven Quad|House C
2002158|Central Campus|220 Alexander
1987699|Few Quad|House HH
1975335|Central Campus|202 Alexander
2015537|Few Quad|House FF
1958472|Kilgo Quad|House I
1960745|Few Quad|House HH
1940874|Few Quad|House FF
1943575|Crowell Quad|House DD
1925710|Kilgo Quad|House O
1925370|Wannamaker Quad|Wannamaker
1935580|Few Quad|House FF
1937242|Edens Quad|House 1C
1937248|Few Quad|House FF
1937292|Keohane Quad|House 4D
1937814|Kilgo Quad|House L
1938164|Central Campus|1915 Erwin
1940639|Kilgo Quad|House L
1943709|Crowell Quad|House EE
1944463|Craven Quad|House D
1946181|Craven Quad|House C
1946541|Crowell Quad|House H
1946678|Few Quad|House HH
1946981|Central Campus|1708 Pace
1947122|Central Campus|314 Anderson
1947183|Central Campus|1907 Erwin
1975552|Keohane Quad|House 4B
1976577|Kilgo Quad|House I
1977082|Few Quad|House HH
1978171|Craven Quad|House AA
1978573|Kilgo Quad|House I
1978954|Central Campus|1915 Erwin
1979419|Central Campus|2015 Yearby
1979569|Few Quad|House FF
1981228|Edens Quad|House 1C
1981587|Crowell Quad|House BB
1981781|Wannamaker Quad|Wannamaker
1981866|Craven Quad|House R
1982267|Central Campus|1700 Pace
1977065|Central Campus|1909 Yearby
1978111|Central Campus|2015 Yearby
1978120|Central Campus|1712 Pace
1978750|Kilgo Quad|House L
1979675|Wannamaker Quad|Wannamaker
1981232|Few Quad|House HH
1981271|Few Quad|House GG
1980404|Central Campus|206 Alexander
1983170|Edens Quad|House 2C
1980967|Keohane Quad|House 4B
1978325|Craven Quad|House F
1979005|Kilgo Quad|House O
1977770|Central Campus|220 Alexander
1979534|Craven Quad|House Y
1979946|Central Campus|304 Anderson
1982305|Crowell Quad|House G
1978278|Central Campus|202 Alexander
1978318|Keohane Quad|House 4B
1979328|Wannamaker Quad|Wannamaker
1979708|Crowell Quad|House G
1979893|Keohane Quad|House 4D
1977880|Central Campus|314 Anderson
1979223|Central Campus|314 Anderson
1986982|Central Campus|2011 Yearby
1979244|Keohane Quad|House 4E
1979518|Edens Quad|House 1C
1469303|Central Campus|1911 Yearby
1977775|Kilgo Quad|House K
1979841|Craven Quad|House F
2006708|Central Campus|2015 Yearby
1988538|Few Quad|House GG
2027680|Central Campus|2015 Yearby
1996526|Wannamaker Quad|Wannamaker
1983567|Craven Quad|House S
2019398|Craven Quad|House T
2013997|Keohane Quad|House 4E
2020357|Edens Quad|House 1C
1976852|East Neighborhood 4|Randolph
2010402|Kilgo Quad|House L
2022478|Central Campus|1700 Pace
2003474|Edens Quad|House 3A
2015333|Kilgo Quad|House L
2011931|Craven Quad|House VO
2022303|Edens Quad|House 2C
2012295|Edens Quad|House 3B
2019028|Crowell Quad|House G
1987901|Keohane Quad|House 4A
2012051|Kilgo Quad|House P
2014165|Few Quad|House FF
2018725|Keohane Quad|House 4E
2024009|Craven Quad|House C
1952170|Edens Quad|House 3A
1952761|Central Campus|312 Anderson
1953503|Central Campus|1809 Erwin
1955156|Keohane Quad|House 4B
1955559|Kilgo Quad|House I
1955764|Edens Quad|House 3A
1957447|Central Campus|1911 Erwin
1959229|Edens Quad|House 3A
1927565|Edens Quad|House 2A
1940392|Craven Quad|House X
1942522|Edens Quad|House 3A
1944486|Central Campus|205 Alexander
1945558|Central Campus|302 Oregon
1945897|Few Quad|House GG
1955658|Craven Quad|House T
1956984|Kilgo Quad|House P
1926989|Wannamaker Quad|Wannamaker
1927523|Keohane Quad|House 4B
1930024|Craven Quad|House D
1932664|Crowell Quad|House G
1934335|Central Campus|205 Oregon
1976325|Central Campus|1915 Erwin
1977157|Kilgo Quad|House M
1977973|Central Campus|209 Anderson
1978637|Central Campus|220 Alexander
1978687|Central Campus|1913 Erwin
1978737|East Neighborhood 2|Wilson House
1978920|Central Campus|210 Alexander
1978932|Wannamaker Quad|Wannamaker
1979410|Crowell Quad|House DD
1979412|Craven Quad|House D
1979662|Craven Quad|House C
1979761|Central Campus|206 Oregon
1979866|Craven Quad|House AA
1979940|Edens Quad|House 3A
1980357|Central Campus|314 Anderson
1981920|Central Campus|1700 Pace
1981934|Keohane Quad|House 4E
1982047|Central Campus|1914 Lewis
1978204|Central Campus|1913 Erwin
1979698|Central Campus|314 Anderson
1980411|Central Campus|2011 Yearby
1981601|Craven Quad|House B
1980449|Craven Quad|House F
1981316|Edens Quad|House 2C
2016121|Few Quad|House GG
1976594|Keohane Quad|House 4B
1980886|Crowell Quad|House BB
1987297|Craven Quad|House U
1988366|Crowell Quad|House CC
1979817|Few Quad|House GG
1979874|Edens Quad|House 1C
1978808|Keohane Quad|House 4E
1980919|Craven Quad|House B
1979704|Central Campus|1913 Erwin
1983357|Craven Quad|House X
1979248|Few Quad|House HH
1982176|Craven Quad|House F
1981557|Central Campus|1915 Erwin
1980738|Crowell Quad|House BB
1981867|Kilgo Quad|House P
1979379|Kilgo Quad|House O
1979709|Kilgo Quad|House M
1978651|Central Campus|215 Alexander
2003442|Few Quad|House HH
2020206|Keohane Quad|House 4D
2011059|Craven Quad|House A
2006679|Few Quad|House FF
1978187|Edens Quad|House 1A
1980963|Crowell Quad|House H
2013344|Few Quad|House HH
2023161|Wannamaker Quad|Wannamaker
2011829|Few Quad|House GG
1975006|Crowell Quad|House BB
2005214|Keohane Quad|House 4D
2015684|Craven Quad|House X
2019365|Few Quad|House FF
1982425|Few Quad|House HH
2010655|Keohane Quad|House 4E
2012340|Keohane Quad|House 4B
1994262|Kilgo Quad|House J
2000701|Few Quad|House FF
2001296|Wannamaker Quad|Wannamaker
2015891|Keohane Quad|House 4B
2017945|Crowell Quad|House BB
1996488|Few Quad|House HH
1935495|Central Campus|312 Anderson
1935872|Craven Quad|House T
1940894|Central Campus|1700 Pace
1943472|Edens Quad|House 2A
1946230|Crowell Quad|House EE
1946996|Few Quad|House FF
1949923|East Neighborhood 3|Southgate
1952936|Edens Quad|House 2A
1957865|Edens Quad|House 1A
1934294|Crowell Quad|House G
1942507|Edens Quad|House 2A
1944959|Crowell Quad|House H
1945996|Crowell Quad|House G
1967897|Central Campus|1809 Erwin
1934094|Craven Quad|House D
1930471|Edens Quad|House 2A
1945741|Few Quad|House FF
1933713|Central Campus|1907 Erwin
1935686|Edens Quad|House 3A
1944914|Central Campus|220 Alexander
1945519|Crowell Quad|House CC
1977777|Central Campus|1915 Erwin
1978310|Kilgo Quad|House M
1978615|Central Campus|209 Anderson
1979014|Central Campus|1915 Erwin
1979240|Central Campus|206 Oregon
1979253|Central Campus|206 Oregon
1979293|Edens Quad|House 1C
1979644|Central Campus|1712 Pace
1979722|Keohane Quad|House 4B
1979740|Craven Quad|House AA
1979859|Crowell Quad|House DD
1979960|Few Quad|House FF
1980526|Keohane Quad|House 4B
1981955|Central Campus|1915 Erwin
1975493|Edens Quad|House 1C
1979298|Central Campus|1901 Erwin
1980985|Keohane Quad|House 4A
1981535|Central Campus|312 Anderson
1977501|Central Campus|1915 Erwin
1979863|Central Campus|206 Alexander
1980561|Central Campus|206 Oregon
1975363|Edens Quad|House 2C
1983306|Few Quad|House GG
1975404|Crowell Quad|House CC
1979066|Craven Quad|House F
1780805|Central Campus|1809 Erwin
2008419|East Neighborhood 2|Giles
2009142|East Neighborhood 1|Alspaugh
2005787|Central Campus|301 Swift
1977819|Central Campus|1700 Pace
2017748|Few Quad|House HH
1980490|Edens Quad|House 1A
1979831|East Neighborhood 1|Alspaugh
1987730|Craven Quad|House D
1987794|Craven Quad|House D
2027606|Few Quad|House GG
2016177|Central Campus|312 Anderson
2016896|Kilgo Quad|House L
2013539|Central Campus|314 Anderson
1979272|East Neighborhood 1|Bassett
1980336|Keohane Quad|House 4D
2000614|East Neighborhood 1|Alspaugh
2011586|Crowell Quad|House CC
2017789|Keohane Quad|House 4B
2006083|Central Campus|205 Alexander
2004915|Kilgo Quad|House J
2015176|Few Quad|House HH
1975380|Few Quad|House FF
2020662|Few Quad|House HH
2018154|Keohane Quad|House 4E
2014516|Central Campus|314 Anderson
2020372|Wannamaker Quad|Wannamaker
2015174|Crowell Quad|House DD
2005277|Craven Quad|House Z
2025551|Craven Quad|House D
1975537|Craven Quad|House E
2008123|Kilgo Quad|House O
2014762|Keohane Quad|House 4B
2014935|Kilgo Quad|House P
2015031|Edens Quad|House 2A
2036903|Edens Quad|House 3A
1980509|Central Campus|1712 Pace
1983452|Craven Quad|House D
1999636|Few Quad|House HH
2004118|Few Quad|House GG
2007004|Central Campus|1915 Erwin
1946364|Wannamaker Quad|Wannamaker
1947161|Crowell Quad|House EE
1922329|Edens Quad|House 1A
1922838|Crowell Quad|House EE
1942744|Crowell Quad|House DD
1958418|Kilgo Quad|House P
1948578|Edens Quad|House 3B
1955682|Edens Quad|House 3A
1935716|Edens Quad|House 2C
1923498|Edens Quad|House 2C
1954864|Central Campus|1909 Yearby
1947130|Kilgo Quad|House N
1948495|Edens Quad|House 1C
1952678|Kilgo Quad|House K
1971292|Central Campus|1914 Lewis
1956879|Crowell Quad|House G
1955929|Crowell Quad|House BB
1947456|Central Campus|205 Oregon
1930408|Craven Quad|House A
1935478|Few Quad|House HH
1937885|Central Campus|206 Oregon
1979800|Central Campus|1712 Pace
1977841|Central Campus|210 Alexander
1981667|Keohane Quad|House 4B
1982045|Craven Quad|House E
1978851|Central Campus|209 Anderson
1979346|Central Campus|1914 Lewis
1979539|Crowell Quad|House DD
1979548|Kilgo Quad|House L
1981727|Central Campus|1915 Erwin
1983256|Craven Quad|House B
1977608|Central Campus|1913 Erwin
1979282|Central Campus|1915 Erwin
1978719|Few Quad|House HH
1977204|Edens Quad|House 3B
1977096|Crowell Quad|House CC
1978238|Edens Quad|House 3A
1978262|Central Campus|209 Anderson
1978806|Central Campus|209 Anderson
1978975|Kilgo Quad|House L
1979321|Craven Quad|House F
1980064|Central Campus|210 Alexander
1978386|Central Campus|1911 Yearby
1979935|Central Campus|312 Anderson
2024682|Wannamaker Quad|Wannamaker
2014398|Few Quad|House HH
2028930|Kilgo Quad|House M
2005526|Central Campus|209 Anderson
1978162|Keohane Quad|House 4D
2020936|Wannamaker Quad|Wannamaker
1982207|Central Campus|206 Oregon
1979654|Craven Quad|House C
1979697|Central Campus|209 Anderson
2004089|Keohane Quad|House 4B
2019014|Edens Quad|House 1C
2020695|Wannamaker Quad|Wannamaker
1979227|Central Campus|206 Alexander
1979212|Central Campus|206 Oregon
1982026|Edens Quad|House 1C
1978840|Central Campus|209 Anderson
2024898|Craven Quad|House D
1994951|Central Campus|1909 Yearby
2016198|Central Campus|1901 Erwin
2025699|Central Campus|1909 Yearby
2014377|Edens Quad|House 3A
2018863|Crowell Quad|House G
2024211|Wannamaker Quad|Wannamaker
1983231|Central Campus|206 Alexander
1978383|Keohane Quad|House 4D
2027683|Kilgo Quad|House M
1999046|East Neighborhood 4|Randolph
2015963|Crowell Quad|House EE
2020965|Craven Quad|House E
1987913|Kilgo Quad|House L
2014110|Central Campus|220 Alexander
2005380|Central Campus|221 Anderson
2020921|Central Campus|1901 Erwin
2002103|Edens Quad|House 2C
2005085|East Neighborhood 4|Blackwell
2025873|Keohane Quad|House 4E
2006035|Edens Quad|House 3A
2003521|Keohane Quad|House 4B
1983275|Wannamaker Quad|Wannamaker
1998804|Central Campus|1911 Yearby
1942989|Edens Quad|House 2A
1946236|Few Quad|House HH
1950278|Edens Quad|House 2A
1952857|Few Quad|House HH
1956118|Kilgo Quad|House L
1943770|Central Campus|205 Oregon
1947535|Keohane Quad|House 4B
1943407|Central Campus|301 Oregon
1957818|Central Campus|1911 Erwin
1952129|Few Quad|House GG
1956559|Crowell Quad|House CC
1958645|Kilgo Quad|House M
1933621|Few Quad|House HH
1941091|Keohane Quad|House 4A
1940341|Craven Quad|House D
1943438|Keohane Quad|House 4D
1942822|Central Campus|1914 Lewis
1958512|Central Campus|302 Oregon
1734449|Edens Quad|House 2C
1943747|Keohane Quad|House 4B
1940823|Keohane Quad|House 4B
1980442|Craven Quad|House U
1981554|Wannamaker Quad|Wannamaker
1981627|Central Campus|206 Oregon
1981945|Keohane Quad|House 4E
1982006|Craven Quad|House U
1987786|Central Campus|210 Alexander
1975371|Few Quad|House FF
1976358|Kilgo Quad|House I
1976403|Crowell Quad|House H
1976812|Central Campus|220 Alexander
1977600|Central Campus|1712 Pace
1978197|Central Campus|2015 Yearby
1978255|Craven Quad|House VO
1978781|Central Campus|1913 Erwin
1978978|Keohane Quad|House 4E
1978993|Keohane Quad|House 4A
1979095|Few Quad|House HH
1979362|Keohane Quad|House 4E
1979376|Crowell Quad|House H
1979896|Few Quad|House FF
1982068|Edens Quad|House 1A
1978319|Craven Quad|House B
2023206|Edens Quad|House 1B
1986805|Central Campus|202 Alexander
2000890|Keohane Quad|House 4D
1981562|Craven Quad|House C
1983300|Kilgo Quad|House O
1999707|Central Campus|1712 Pace
1979724|Central Campus|1915 Erwin
1982344|Keohane Quad|House 4E
1975888|Kilgo Quad|House L
2018022|Few Quad|House FF
2022721|Craven Quad|House A
2001469|Craven Quad|House R
2021777|Crowell Quad|House BB
2022221|Crowell Quad|House H
2027191|Central Campus|205 Alexander
2000791|Wannamaker Quad|Wannamaker
2013630|Central Campus|1901 Erwin
2018602|Craven Quad|House F
2005864|Keohane Quad|House 4B
1979824|Central Campus|1915 Erwin
1979900|Central Campus|1901 Erwin
2014559|Craven Quad|House E
2001178|Central Campus|1905 Erwin
2011387|Few Quad|House GG
2002337|Central Campus|1915 Erwin
2014815|Craven Quad|House A
2001277|Edens Quad|House 1B
2006946|Keohane Quad|House 4D
2021744|Central Campus|1712 Pace
2019591|Central Campus|206 Oregon
2011175|Few Quad|House GG
2014898|Few Quad|House HH
1979526|Craven Quad|House A
2005893|Crowell Quad|House BB
2002156|Central Campus|2015 Yearby
2014581|Crowell Quad|House H
2019678|Central Campus|206 Oregon
2000838|East Neighborhood 1|Alspaugh
2011311|Central Campus|1905 Erwin
2025510|Few Quad|House GG
2003000|Central Campus|1911 Yearby
2025200|East Neighborhood 2|Jarvis
1979238|Edens Quad|House 3A
1943365|Wannamaker Quad|Wannamaker
1943240|Central Campus|301 Oregon
1189263|Central Campus|1809 Erwin
1869454|East Neighborhood 4|Bell Tower
1914148|Craven Quad|House E
1922438|East Neighborhood 1|Brown
1608495|Edens Quad|House 2A
1943941|Craven Quad|House S
1518474|East Neighborhood 2|Wilson House
1928134|Crowell Quad|House G
1928153|Kilgo Quad|House P
1943514|Crowell Quad|House CC
1945675|Keohane Quad|House 4E
1970771|Central Campus|1914 Lewis
1937031|Wannamaker Quad|Wannamaker
1937040|Central Campus|209 Anderson
1944804|Few Quad|House GG
1943548|Keohane Quad|House 4A
1940853|Edens Quad|House 2C
1940853|Few Quad|House FF
1970506|Kilgo Quad|House N
1982082|Central Campus|1915 Erwin
1982150|Wannamaker Quad|Wannamaker
1982343|Wannamaker Quad|Wannamaker
