STU_CAMPUS_ID|ADV_CAMPUS_ID|DEAN_CAMPUS_ID
0589583|0116537|0056466
0579210|0117176|0056466
0577739|0116747|0056466
0588325|0542575|0056466
0578785|0542575|0056466
0577749|0332908|0056466
0568413|0204447|0056466
0589912|0332908|0056466
0591551|0111312|0056466
0576305|0102041|0056466
0585611|0332908|0056466
0588364|0233790|0056466
0578786|0315387|0112077
0590618|0543629|0056466
0578671|0116537|0056466
0579021|0116537|0056466
0577755|0492035|0056466
0590740|0332908|0056466
0582564|0492035|0056466
0579224|0239137|0056466
0586585|0028728|0056466
0587059|0117176|0056466
0589953|0537847|0056466
0578771|0269467|0056466
0578838|0053981|0056466
0578048|0542575|0056466
0589697|0543629|0056466
0590238|0073057|0056466
0593227|0492035|0056466
0578449|0598196|0056466
0589574|0116008|0056466
0588548|0542575|0056466
0557317|0030740|0056466
0586295|0117176|0056466
0589372|0117176|0056466
0593253|0332908|0056466
0584085|0269467|0056466
0589701|0111312|0056466
0578658|0332908|0056466
0578043|0111312|0056466
0578970|0492035|0056466
0583114|0233790|0056466
0577886|0007289|0056466
0587093|0570076|0056466
0578318|0099199|0056466
0578662|0007289|0056466
0577877|0117176|0056466
0577745|0332908|0056466
0588796|0116537|0056466
0578630|0096290|0056466
0582529|0239137|0056466
0589803|0239137|0056466
0577084|0099199|0056466
0590915|0028728|0056466
0590943|0064319|0056466
0583651|0135810|0056466
0577085|0222485|0056466
0577997|0053981|0056466
0590266|0111312|0056466
0587292|0096290|0056466
0588636|0099199|0056466
0579206|0111312|0056466
0588103|0116537|0056466
0587129|0542575|0056466
0589976|0543629|0056466
0583427|0117523|0056466
0578758|0096290|0056466
0578973|0421020|0056466
0589039|0111312|0056466
0578302|0030740|0056466
0591355|0332908|0056466
0586658|0028728|0056466
0590864|0570076|0056466
0578681|0030740|0056466
0589432|0543629|0056466
0590452|0233790|0056466
0576563|0099199|0056466
0561495|0195176|0112077
0588352|0564679|0056466
0578057|0116537|0056466
0578299|0269467|0056466
0578804|0492035|0056466
0578675|0096290|0056466
0591212|0116537|0056466
0588229|0269467|0056466
0579341|0064319|0056466
0589793|0233790|0056466
0584093|0564679|0056466
0578805|0469661|0056466
0579018|0053981|0056466
0585384|0492035|0056466
0579219|0239137|0056466
0578818|0598196|0056466
0578773|0492035|0056466
0578794|0096290|0056466
0578753|0117523|0056466
0577928|0313750|0056466
0587661|0332908|0056466
0593027|0222485|0056466
0578440|0239137|0056466
0589438|0028728|0056466
0577295|0313750|0056466
0583436|0116537|0056466
0581003|0233790|0056466
0589678|0492035|0056466
0578058|0117523|0056466
0581019|0095778|0056466
0590879|0096290|0056466
0577746|0291085|0056466
0576848|0313750|0056466
0591032|0117523|0056466
0586716|0543629|0056466
0579207|0099199|0056466
0589464|0116008|0056466
0587701|0096290|0056466
0578453|0542575|0056466
0580998|0233790|0056466
0578640|0239137|0056466
0590749|0443624|0112077
0589710|0116008|0056466
0585211|0111312|0056466
0578821|0542575|0056466
0590621|0213967|0112077
0584180|0492035|0056466
0586388|0064319|0056466
0578830|0222485|0056466
0576545|0099199|0056466
0590645|0542575|0056466
0583664|0332908|0056466
0576690|0222485|0056466
0586552|0570076|0056466
0588143|0233790|0056466
0551824|0204447|0056466
0578664|0117176|0056466
0587703|0116537|0056466
0586513|0083395|0056466
0591360|0222485|0056466
0579113|0598196|0056466
0576111|0116537|0056466
0578458|0269467|0056466
0590246|0117324|0112077
0582845|0268226|0056466
0588278|0570076|0056466
0587027|0111312|0056466
0593193|0269467|0056466
0578679|0030740|0056466
0578822|0492035|0056466
0579400|0099199|0056466
0579108|0007289|0056466
0578684|0030740|0056466
0588401|0030740|0056466
0589321|0543629|0056466
0587688|0570076|0056466
0578650|0564679|0056466
0589067|0543629|0056466
0589772|0269467|0056466
0578431|0598196|0056466
0590157|0028728|0056466
0578633|0099199|0056466
0587433|0542575|0056466
0578041|0117367|0056466
0577455|0064319|0056466
0590894|0269467|0056466
0577865|0096290|0056466
0578686|0111312|0056466
0589015|0291085|0056466
0583328|0492035|0056466
0578774|0053981|0056466
0591565|0116088|0112077
0588574|0239137|0056466
0578768|0239137|0056466
0577896|0117523|0056466
0587783|0117523|0056466
0588313|0064319|0056466
0578505|0406642|0056466
0578013|0116008|0056466
0578762|0028728|0056466
0579103|0222485|0056466
0578503|0233790|0056466
0569797|0492035|0056466
0577880|0030740|0056466
0578776|0030740|0056466
0579345|0111312|0056466
0577995|0096290|0056466
0587310|0542575|0056466
0586540|0233790|0056466
0589638|0239137|0056466
0578653|0053981|0056466
0590420|0313750|0056466
0589238|0117523|0056466
0589190|0564679|0056466
0590310|0116537|0056466
0586696|0564679|0056466
0579227|0542575|0056466
0590957|0030740|0056466
0590963|0543629|0056466
0578808|0269467|0056466
0587132|0053981|0056466
0585223|0570076|0056466
0582634|0239137|0056466
0589450|0117523|0056466
0586646|0111312|0056466
0578429|0135810|0056466
0578316|0007289|0056466
0587469|0099199|0056466
0578645|0583404|0056466
0576304|0313750|0056466
0582548|0116008|0056466
0591040|0007289|0056466
0585353|0543629|0056466
0578301|0135810|0056466
0592550|0099199|0056466
0578627|0099199|0056466
0577873|0028728|0056466
0579236|0116008|0056466
0586347|0116537|0056466
0577290|0313750|0056466
0590902|0222485|0056466
0590861|0135810|0056466
0556083|0204447|0056466
0578628|0111312|0056466
0578023|0269467|0056466
0579013|0096290|0056466
0586855|0542575|0056466
0577552|0028728|0056466
0589836|0064319|0056466
0578802|0332908|0056466
0590095|0233790|0056466
0581022|0135810|0056466
0579229|0099199|0056466
0590139|0239137|0056466
0589274|0239137|0056466
0587517|0117523|0056466
0590932|0096267|0203908
0583765|0111312|0056466
0578328|0230964|0203908
0590060|0564671|0203908
0591008|0096267|0203908
0444024|0233845|0384965
0583950|0213967|0112077
0578827|0230964|0203908
0585148|0096267|0203908
|0203908|0203908
|0077365|0077365
|0203908|0203908
|0230964|0203908
|0230964|0203908
|0203908|0203908
|0203908|0203908
|0203908|0203908
|0077365|0077365
|0077365|0077365
|0077365|0077365
|0118550|0118550
|0118550|0118550
|0118550|0118550
|0118550|0118550
|0384965|0384965
|0332908|0203908
|0332908|0077365
|0469661|0056466
|0469661|0056466
|0469661|0056466
|0112077|0203908
|0113725|0203908
0618682||0077365
0611738||0077365
0606539||0077365
0616964||0384965
0613318||0056466
0614801||0056466
0618353||0384965
0606533||0056466
0615212||0056466
0606565||0203908
0615173||0056466
0616179||0077365
0608029||0077365
0612356||0384965
0612062||0118550
0614036||0203908
0607175||0384965
0606751||0056466
0606626||0203908
||0077365
0618574||0077365
0590627||0077365
0606329||0056466
0606563||0056466
0611584||0203908
0614412||0077365
0617049||0077365
0618892||0077365
0616473||0077365
0615299||0077365
0614775||0077365
0616441||0077365
0606585||0203908
0609502||0077365
0607182||0203908
0614982||0077365
0606128||0203908
0616023||0384965
0615294||0056466
0606584||0384965
0615040||0203908
0614857||0203908
0606559||0077365
0615315||0203908
0606561||0384965
0616393||0384965
0612365||0056466
0617280||0203908
0612507||0384965
0606361||0203908
0606492||0056466
0606552||0056466
0615067||0203908
0619593||0077365
0620814||0056466
0606547||0384965
0613339||0384965
0611547||0077365
0616912||0077365
0614866||0056466
0606617||0056466
0616822||0384965
0620938||0077365
0606625||0077365
0612125||0077365
0616985||0077365
0616988||0077365
0615029||0077365
0616989||0203908
0617059||0203908
0606933||0203908
0618158||0077365
0606647||0203908
0613794||0203908
0615698||0203908
0609417||0056466
0615318||0203908
0614334||0384965
0606374||0384965
0618046||0077365
0606457||0118550
0607316||0077365
0614784||0384965
0619746||0118550
0606339||0384965
0614468||0077365
0606722||0384965
0615217||0384965
0613108||0203908
0606616||0203908
0615807||0384965
0606778||0384965
0607301||0384965
0617067||0203908
0616686||0203908
0616191||0056466
0617501||0056466
0619187||0118550
0621183||0384965
0613218||0077365
0606743||0203908
0616522||0203908
0617621||0384965
0606474||0056466
0617742||0077365
0617001||0077365
0606311||0203908
0616108||0077365
0617072||0203908
0615741||0384965
0616619||0077365
0611285||0077365
0611247||0384965
0610346||0384965
0611271||0384965
0606763||0077365
0614890||0384965
0617124||0077365
0617298||0077365
0542927||0203908
0606690||0077365
0606302||0384965
0616111||0203908
0614051||0056466
0606526||0056466
0606619||0203908
0613714||0077365
0606776||0203908
0606377||0203908
0615829||0056466
0621380||0077365
0606583||0056466
0619183||0118550
0614940||0384965
0585940||0203908
0618473||0384965
0618450||0384965
0628101||0077365
||0077365
0628094||0203908
0618481||0203908
0618463||0056466
0618471||0384965
0618474||0077365
0618652||0384965
0618667||0384965
0606876||0384965
0606866||0077365
0606947||0203908
0609682||0203908
0615379||0384965
0619304||0056466
0619243||0077365
0616380||0077365
0606973||0203908
0606949||0203908
0614859||0384965
0606985||0384965
0609516||0203908
0619668||0203908
||0077365
0619443||0384965
0609887||0056466
0606871||0077365
0620645||0056466
0606320||0203908
0606991||0056466
0619189||0203908
0612872||0118550
0619212||0203908
0606875||0077365
0619808||0077365
||0077365
0619847||0203908
0618500||0056466
0616519||0056466
0606980||0077365
0606996||0118550
||0077365
0619851||0077365
0616096||0384965
0619278||0077365
0619448||0203908
0615801||0056466
0606994||0384965
0606935||0056466
0619713||0384965
0606854||0077365
0556335||0056466
0607842||0203908
||
0606936||0384965
0619126||0056466
0606869||0384965
0619148||0203908
0619136||0056466
0606986||0077365
0619686||0077365
0619653||0203908
0619137||0077365
0606855||0384965
0616636||0077365
0619657||0077365
0619075||0056466
0606856||0077365
0607892||0118550
0579213||0077365
0614915||0077365
0606858||0077365
0619184||0203908
0619139||0203908
0616263||0203908
0609089||0118550
0618350||0203908
0618601||0077365
0606975||0056466
0590717||0077365
0616386||0077365
0619651||0203908
0606921||0118550
0610966||0384965
0611241||0118550
0610353||0203908
0606938||0203908
0606001||0118550
0606971||0203908
0620039||0077365
||
||
0606957||0056466
0610296||0203908
0606940||0077365
0615812||0056466
0606988||0077365
0618605||0056466
0619110||0077365
0606983||0056466
0621128||0203908
0616798||0077365
0619871||0056466
0615211||0203908
0606916||0077365
0606961||0056466
0615664||0384965
0619622||0077365
0609052||0118550
0618477||0077365
0618478||0077365
0607900||0384965
0619863||0077365
0619230||0056466
0620045||0077365
0619215||0077365
0606977||0384965
0606861||0077365
0619449||0203908
0619264||0203908
0619870||0077365
0606870||0077365
0619718||0077365
0616219||0077365
0619740||0077365
0619834||0077365
0619236||0077365
0619145||0056466
0619741||0203908
0617584||0384965
0619656||0077365
0606874||0384965
0619707||0203908
0619708||0077365
0606990||0077365
0609148||0077365
0606157||0056466
0609407||0203908
0613702||0077365
0615352||0056466
0614474||0203908
0610091||0056466
0610470||0203908
0609674||0077365
0609880||0077365
0606812||0077365
0607328||0384965
0612468||0384965
0614749||0077365
0611139||0077365
0611742||0077365
0609109||0077365
0609886||0384965
0609118||0384965
0610085||0203908
0609963||0384965
0606312||0384965
0610625||0077365
0611966||0077365
0609131||0077365
0610856||0056466
0609160||0077365
0611549||0056466
0611648||0077365
0620791||0077365
0607177||0077365
0611723||0077365
0606752||0077365
0567639||0077365
0606637||0077365
0606600||0077365
0625001||0118550
0606255||0203908
0609524||0118550
0618144||0077365
0615264||0077365
0606240||0384965
0617227||0203908
0616058||0203908
0617256||0203908
0606546||0077365
0610024||0077365
0617412||0384965
0606701||0203908
0617191||0203908
0620554||0077365
0625641||0118550
0607846||0384965
0606732||0203908
0616155||0077365
0606271||0203908
0625002||0118550
0619086||0384965
0614785||0203908
0614545||0203908
0618181||0203908
0617279||0384965
0609260||0056466
0607176||0384965
0606491||0384965
0615266||0056466
0617180||0056466
0620932||0384965
0606609||0384965
0614803||0203908
0610115||0077365
0611585||0384965
0615587||0203908
0606770||0077365
0606256||0056466
0619799||0077365
0619589||0203908
0606948||0203908
0614766||0203908
0606551||0077365
0617707||0384965
0448424||0077365
0606434||0384965
0616967||0384965
0620632||0203908
0601011||0056466
0617947||0056466
0615039||0056466
0616004||0384965
0606257||0203908
0614964||0118550
0621828||0118550
0617164||0203908
0606258||0384965
0617130||0384965
0607662||0118550
0606695||0384965
0606166||0077365
0606318||0077365
0616036||0203908
0617433||0056466
0617421||0384965
0609239||0118550
0606849||0056466
0605667||0118550
0616971||0203908
0606712||0384965
0606816||0384965
0605622||0203908
0616042||0203908
||0077365
0606368||0056466
0605625||0118550
0614757||0056466
0606355||0056466
0607125||0118550
0606754||0203908
0605996||0118550
0604851||0118550
0614745||0203908
0607123||0118550
0610116||0077365
0606341||0384965
0606346||0077365
0606542||0077365
0611988||0203908
0606351||0384965
0624566||0118550
0611754||0384965
0618451||0056466
0605000||0118550
0618482||0077365
0618513||0203908
0609499||0118550
0606929||0384965
0606560||0056466
0618557||0056466
0604534||0118550
0624564||0118550
0615765||0203908
0606241||0077365
0606443||0056466
0606349||0056466
0608974||0118550
0616434||0077365
0606449||0203908
0606733||0384965
0610761||0118550
0610107||0384965
0614831||0203908
||0118550
0614513||0203908
0607894||0203908
||0077365
0611559||0056466
0614858||0056466
0606524||0077365
0611540||0077365
0606945||0056466
0618453||0203908
0609906||0056466
0606966||0384965
0607304||0056466
0605627||0118550
0606586||0077365
0606620||0056466
0610368||0056466
0606714||0384965
0610194||0203908
0617052||0077365
0607205||0056466
0606274||0384965
0619800||0056466
0616037||0384965
0606930||0056466
0607899||0056466
0606878||0077365
0611543||0384965
0617415||0056466
0605930||0118550
0605221||0118550
0606634||0203908
0606275||0384965
0606562||0077365
0606618||0384965
0407038||0203908
0606319||0056466
0618390||0384965
0614860||0077365
0618615||0056466
0624390||0118550
0606180||0118550
0606702||0077365
0616974||0203908
0407092||0077365
0609401||0056466
0620634||0203908
0624567||0118550
0609402||0056466
0617814||0056466
0606276||0077365
0611123||0056466
0610487||0384965
0609508||0203908
0615584||0203908
0616953||0203908
0578966||0077365
0615018||0056466
0614968||0077365
0615820||0384965
0615329||0056466
0606450||0384965
0605993||0118550
||0077365
0606451||0077365
0616752||0077365
0605618||0118550
0620848||0203908
0606603||0077365
0606576||0077365
0618835||0056466
0607116||0118550
0618837||0203908
0606304||0056466
0606708||0077365
0606968||0077365
0621004||0077365
0612299||0056466
0606234||0203908
0606621||0203908
0616419||0203908
0606259||0203908
0606429||0056466
0618182||0203908
0605990||0077365
0606340||0384965
0618357||0203908
0608016||0056466
0616008||0077365
0615585||0056466
0609114||0056466
0606321||0077365
0606686||0077365
0606534||0384965
0606564||0077365
0608019||0384965
0606267||0077365
0616978||0077365
0606278||0077365
0606452||0384965
0606687||0384965
0619601||0203908
0620048||0384965
0611257||0203908
0618493||0384965
0618438||0056466
0614908||0118550
0616094||0203908
0616979||0077365
0589460||0077365
0611771||0077365
0606279||0384965
0617202||0056466
0615396||0056466
0606852||0077365
0624519||0118550
0606232||0077365
0615330||0203908
0606627||0384965
0607210||0077365
0606236||0056466
0606587||0384965
0606280||0203908
0606472||0384965
0606588||0118550
0621437||0118550
0616980||0384965
0614418||0384965
||0077365
0614480||0077365
0624391||0118550
0618135||0203908
0606103||0203908
0620556||0203908
0606631||0077365
0615794||0384965
0606435||0077365
0615676||0077365
0614862||0077365
0615662||0077365
0616367||0077365
0621573||0077365
0620934||0118550
0606946||0056466
0606174||0384965
0615302||0077365
0607119||0203908
0616026||0077365
0616243||0384965
0606566||0056466
0616503||0203908
0614909||0384965
0617283||0384965
0619220||0203908
0606974||0056466
0606168||0056466
0608017||0203908
0606233||0077365
0448442||0384965
0606527||0077365
0606305||0056466
0606640||0203908
0609878||0056466
0606604||0077365
0618360||0077365
0606567||0384965
0618433||0203908
0606281||0203908
0607120||0077365
0624568||0118550
0618361||0203908
0606952||0384965
0618458||0077365
0607054||0118550
0607179||0056466
0606734||0077365
0606494||0077365
0617878||0384965
0611250||0384965
0604329||0118550
0605218||0118550
0606158||0056466
0606979||0056466
0614786||0203908
0606444||0077365
0609105||0056466
0606749||0384965
0606127||0077365
0615181||0077365
0606446||0077365
0615284||0203908
0606169||0384965
0609153||0056466
0617462||0384965
0611159||0077365
0598460||0056466
0606161||0077365
0606555||0077365
0617057||0203908
0605999||0118550
0613360||0384965
0606465||0056466
0620822||0203908
0578052||0077365
0615504||0077365
0617826||0384965
0606283||0077365
0616489||0203908
0606932||0056466
0606589||0384965
0618459||0077365
0605994||0118550
0615655||0056466
0616925||0056466
0617058||0203908
0616222||0203908
0606454||0077365
0609949||0056466
0614959||0203908
0611384||0384965
0606247||0077365
0606260||0203908
0606536||0056466
0608021||0077365
0615550||0203908
0618840||0077365
0607896||0077365
0611234||0384965
0606809||0056466
0618460||0203908
0606731||0056466
0620947||0118550
0605370||0118550
0607807||0118550
0606251||0077365
||
0606362||0203908
0606248||0384965
0606716||0056466
0616043||0384965
0609749||0077365
0615694||0384965
0614558||0056466
0606777||0203908
0607901||0384965
0606803||0118550
0616987||0203908
0618960||0203908
0606242||0077365
0606993||0056466
0611900||0056466
0616174||0384965
0607184||0118550
0606284||0384965
0608866||0118550
0606447||0118550
0614758||0077365
0614994||0203908
0606581||0056466
0615192||0077365
0606746||0384965
0619077||0077365
0612107||0077365
0618027||0384965
0606865||0384965
0615797||0384965
0606922||0384965
0606590||0056466
0606964||0203908
0606165||0056466
0606306||0203908
0617748||0077365
0618187||0056466
0605717||0118550
0609731||0077365
0606439||0203908
0618592||0056466
0617975||0203908
0612097||0203908
0616915||0384965
0606641||0077365
0617094||0077365
0617496||0056466
0618362||0203908
0606323||0056466
0606356||0077365
0606718||0077365
0606605||0056466
0606771||0384965
0606810||0384965
0615770||0056466
0616791||0077365
0621019||0118550
0620937||0384965
0607529||0118550
0625003||0118550
0606696||0077365
0620639||0118550
0614751||0384965
0606806||0384965
0615023||0203908
0621765||0056466
0606455||0118550
0608014||0203908
0606324||0056466
0611243||0118550
0606736||0056466
0619682||0384965
0605691||0118550
0606719||0384965
0616225||0077365
0606867||0203908
0606358||0384965
0606342||0384965
0617452||0384965
0606577||0203908
0606481||0384965
0567632||0203908
0616907||0077365
0606720||0384965
0615063||0384965
0615579||0056466
0606308||0203908
0606183||0056466
0606160||0384965
0618676||0077365
0618203||0077365
0607886||0203908
0615620||0077365
0608018||0077365
0588490||0077365
0611730||0077365
0606044||0056466
0616857||0056466
0618372||0056466
0621864||0118550
0606864||0056466
0607310||0384965
0606243||0384965
0617908||0203908
0616304||0056466
0617307||0203908
0612333||0077365
0606363||0384965
0606081||0056466
0616097||0384965
0615363||0056466
0615413||0077365
0606261||0384965
0606934||0203908
0614939||0384965
0611744||0056466
0606162||0384965
0606286||0384965
0617251||0384965
0606177||0118550
0606737||0384965
0606051||0118550
0606606||0077365
||0077365
0606569||0056466
0606928||0203908
0606456||0056466
0611377||0077365
0619300||0384965
0617098||0384965
0606326||0056466
0618525||0077365
0606811||0077365
0616732||0077365
0606615||0384965
0615699||0384965
0616255||0203908
0615512||0077365
0617835||0384965
0607127||0118550
0616608||0203908
0606591||0077365
0606049||0077365
0611133||0203908
0621038||0118550
0606235||0056466
0606108||0056466
0606287||0056466
0606747||0384965
0606813||0384965
0606738||0203908
0606548||0384965
0607055||0118550
0606953||0384965
0618032||0384965
0624565||0118550
0606288||0077365
0606578||0384965
0614973||0056466
0616257||0077365
0614434||0056466
0606445||0077365
0609054||0118550
0614942||0077365
0615749||0077365
0615007||0203908
0615070||0384965
0605623||0118550
0606739||0384965
0606262||0203908
0618621||0203908
0617062||0056466
0607128||0077365
0617479||0077365
0606970||0077365
0605967||0384965
0615174||0077365
0606923||0203908
0568217||0077365
0621527||0056466
0606845||0056466
0614755||0056466
0614809||0056466
0616409||0056466
0606868||0384965
0616287||0203908
0606570||0203908
0607895||0118550
0614438||0077365
0618873||0203908
0606048||0118550
0618337||0203908
0616131||0384965
0618303||0077365
0616761||0077365
0615421||0384965
0606642||0056466
0605965||0384965
0617985||0384965
0618393||0077365
0606433||0056466
0616448||0077365
0621678||0056466
0607761||0077365
0607259||0384965
0616050||0077365
0615822||0056466
0606487||0077365
0607051||0118550
0606327||0384965
0614914||0077365
0616082||0203908
0606107||0077365
0618012||0056466
0616664||0077365
0541017||0077365
0618013||0203908
0604800||0118550
0614787||0203908
0619180||0203908
0606648||0384965
0606245||0077365
0606046||0384965
0616410||0384965
0617308||0203908
0617912||0384965
0617037||0077365
0606740||0203908
0606773||0203908
0606263||0384965
0612462||0077365
0617498||0384965
0616946||0384965
0617237||0077365
0606857||0384965
0615642||0077365
0607180||0056466
0618534||0203908
0606697||0077365
0618081||0384965
0609408||0077365
0618347||0056466
0624888||0118550
0605619||0118550
0617642||0203908
0614331||0056466
0606756||0077365
0617158||0056466
0606328||0384965
0606170||0077365
0615425||0077365
0616327||0077365
0616188||0056466
0606369||0056466
0606289||0203908
0606167||0056466
0606239||0384965
0606843||0056466
0606703||0203908
0616336||0203908
0606925||0203908
0606268||0056466
0606290||0056466
0606955||0203908
0615481||0384965
0606291||0077365
0606529||0384965
0606458||0056466
0606264||0077365
0606292||0056466
0620995||0118550
0615427||0077365
0606723||0077365
0610468||0203908
0606293||0384965
0606704||0384965
0606920||0077365
0612617||0384965
0612301||0056466
0611567||0203908
0618363||0077365
0606593||0056466
0589847||0384965
0606724||0384965
0606693||0203908
0611169||0077365
0606295||0384965
0567718||0384965
0607340||0118550
0607828||0118550
0612339||0384965
0606818||0077365
0611667||0077365
0606252||0118550
0619214||0203908
0606611||0203908
0606850||0384965
0607303||0056466
0606846||0384965
0606760||0056466
0605628||0118550
0617194||0077365
0616299||0203908
0606725||0384965
0606688||0203908
0614595||0056466
0444052||0384965
0605997||0118550
0606296||0056466
0620971||0384965
0606265||0203908
0605714||0118550
0607117||0118550
0617990||0384965
0606309||0077365
0567647||0203908
0606488||0384965
0606742||0056466
0448467||0384965
0610637||0203908
0618412||0384965
0606330||0056466
0606331||0077365
0605804||0118550
0612465||0118550
0614442||0203908
0599709||0203908
0606981||0203908
0611548||0203908
0606815||0384965
0615233||0077365
||0077365
0606441||0056466
0621911||0077365
0604996||0118550
0606310||0056466
0611031||0203908
0617760||0056466
0606689||0384965
0409793||0384965
0617620||0384965
0607124||0384965
0606757||0384965
0617261||0077365
0606238||0077365
0606297||0384965
0617569||0077365
0606761||0384965
0606644||0056466
0612620||0056466
0606553||0384965
0606768||0077365
0611282||0056466
0605802||0118550
0606442||0077365
0606710||0384965
0616612||0077365
0617991||0384965
0621829||0118550
0607300||0384965
0606572||0056466
0617573||0203908
0606926||0077365
0617002||0384965
0606632||0384965
0617464||0077365
0606495||0118550
0619730||0056466
0617241||0203908
0606984||0077365
0606705||0056466
0606175||0203908
0606594||0056466
0606956||0384965
0606847||0077365
0615740||0056466
0625480||0118550
0598479||0203908
0610649||0384965
0616440||0077365
0616428||0077365
0609798||0118550
0606254||0203908
0617004||0077365
0609818||0118550
0605317||0118550
0606814||0384965
0606173||0384965
0617006||0384965
0612114||0077365
0606469||0056466
0608028||0118550
0606917||0077365
0606104||0056466
0609422||0056466
0614445||0077365
0606965||0056466
||
0607887||0056466
0607324||0056466
0606332||0077365
0612618||0203908
0607058||0118550
0606727||0056466
0606545||0077365
0606298||0077365
0606750||0203908
0604362||0118550
0606851||0384965
0621569||0056466
0614832||0384965
0606844||0384965
0606475||0056466
0617994||0056466
0606266||0077365
0615811||0203908
0606459||0077365
0605688||0118550
0606595||0077365
0606645||0056466
0607129||0118550
0610888||0056466
0599311||0203908
0609727||0077365
0617211||0384965
0613359||0077365
0604915||0118550
0606002||0118550
0615285||0203908
0606370||0056466
||0077365
0610472||0384965
0615365||0384965
0610890||0118550
0606549||0384965
0615562||0077365
0625000||0118550
0614921||0384965
0606485||0384965
0616197||0056466
0609959||0384965
0614995||0384965
0606745||0384965
0617011||0077365
0606467||0384965
0615450||0203908
0613741||0077365
0616749||0203908
0617012||0203908
0606176||0077365
0621570||0077365
0616361||0203908
0620859||0056466
0620931||0077365
0606430||0203908
0614924||0077365
0606489||0203908
0606486||0056466
0619825||0077365
0616793||0077365
0606574||0056466
0618322||0203908
0606299||0203908
0606635||0203908
0606365||0384965
0605718||0118550
0606728||0203908
0606480||0056466
0606371||0384965
0618545||0384965
0606575||0056466
0606596||0077365
0606597||0203908
0617897||0203908
0618466||0077365
0608036||0384965
0616034||0203908
0604853||0118550
0605690||0118550
0605882||0118550
0606598||0203908
0617432||0203908
0606246||0056466
0606354||0077365
0607209||0056466
0619732||0203908
0606958||0056466
0606479||0077365
0613507||0056466
0619140||0077365
0606579||0384965
0606976||0384965
0606698||0077365
0619639||0077365
0615952||0056466
0617316||0384965
0618602||0203908
0616371||0384965
0606182||0384965
0617016||0077365
0604852||0118550
0606623||0056466
||
0606939||0203908
0606779||0077365
0621575||0384965
0407091||0077365
0606431||0203908
0607306||0056466
0586354||0203908
0616947||0384965
0605684||0118550
0607325||0056466
0616032||0077365
0615278||0384965
0606729||0384965
0615031||0203908
0606171||0203908
0614894||0384965
0607053||0384965
0606753||0056466
0611409||0077365
0607133||0118550
0616515||0056466
0606599||0203908
0615555||0203908
0618000||0056466
0609053||0118550
0617535||0384965
||0077365
0605719||0118550
0606959||0384965
0609643||0203908
0606476||0056466
0606350||0203908
0606707||0384965
0606000||0118550
0606334||0077365
0606601||0077365
0611993||0077365
0617018||0077365
0615665||0203908
||0077365
0606301||0118550
0616863||0056466
0606960||0077365
0606525||0384965
0609318||0118550
0607299||0384965
0606554||0384965
0606478||0384965
0625102||0118550
0607890||0384965
0608020||0384965
0606050||0203908
0615457||0203908
0609164||0384965
0607326||0384965
0606558||0384965
0606461||0203908
0606106||0203908
0606982||0384965
0606989||0118550
0616234||0203908
0619283||0203908
0606376||0077365
0614570||0056466
0618039||0384965
0606775||0118550
0615557||0077365
0618001||0056466
0606613||0384965
0606767||0384965
0606748||0056466
0618087||0077365
0606470||0203908
0620933||0077365
0606335||0203908
0621571||0077365
0578853||0203908
0620973||0118550
0606758||0077365
0611140||0077365
0604911||0118550
0613498||0056466
0608973||0118550
0618575||0077365
0611135||0056466
0613674||0384965
0615222||0384965
0619621||0077365
0610291||0384965
0607327||0384965
0605219||0118550
0615322||0203908
0606379||0203908
0606496||0118550
0606347||0077365
0605624||0118550
0617163||0077365
0616210||0056466
0615460||0384965
0611908||0056466
0619801||0384965
0541665||0056466
0606700||0077365
0607889||0077365
0612102||0077365
0606336||0056466
0606464||0384965
0612336||0203908
0606646||0203908
||0077365
0614594||0077365
0607052||0384965
0606918||0077365
0606348||0077365
0618422||0384965
0606367||0203908
0615991||0384965
0605805||0118550
||0077365
0616415||0384965
0607122||0203908
0606531||0077365
0606344||0203908
0606316||0056466
0619887||0384965
0605689||0118550
0615777||0203908
0615465||0077365
0606580||0077365
0606105||0384965
0606179||0384965
0617076||0056466
0614765||0077365
0614456||0077365
0617510||0077365
0606941||0384965
0606360||0384965
0617022||0077365
0579106||0077365
0615622||0056466
0610887||0056466
0609859||0056466
0621230||0056466
0615296||0203908
0616741||0056466
0606359||0077365
0606528||0384965
0621676||0384965
0611905||0077365
0615489||0077365
0616633||0203908
0616416||0203908
0614991||0077365
0606471||0384965
0606440||0384965
0614780||0203908
0616941||0077365
0606573||0384965
0617732||0056466
0615347||0203908
0606924||0384965
0616009||0077365
0606772||0203908
0615997||0077365
0605995||0077365
0607118||0384965
0618533||0077365
0606303||0203908
0606337||0384965
0616076||0056466
0605766||0118550
0616901||0056466
0608027||0384965
0616669||0384965
0607845||0056466
0611263||0384965
0606860||0077365
0615193||0056466
0617829||0203908
0607307||0118550
0609896||0203908
0617538||0056466
0618629||0077365
0609416||0118550
0612580||0384965
0607314||0118550
0614315||0056466
0611997||0203908
0606915||0056466
||0077365
0605222||0118550
0617025||0077365
0611356||0077365
0618015||0203908
0609678||0384965
0614502||0077365
0596877||0077365
0615672||0203908
0606372||0203908
0606493||0077365
0610095||0077365
0613328||0203908
0616363||0384965
0605716||0118550
0620827||0077365
0609512||0203908
